-90426358G;OLHal2ZI;Nertie Boncore;8 Lakewood Trail;37,924152;-5,548795
17527;43;37,493027:3,616535;37,627674:3,514145;19/6/2040 16:12;6458TRF
17528;14;37,315928:3,028993;37,463088:3,114109;28/11/2036 16:12;8331QGX
-06628499E;eBQjSfI;Gamaliel Curry;67545 Arkansas Street;42,494461;-9,081694
17529;11;37,845668:3,749016;37,119358:3,383923;7/10/2029 16:12;3343IUN
17530;15;37,526078:3,602130;37,392712:3,180761;24/4/2042 16:12;6096VMS
17531;35;37,966948:3,251564;37,857845:3,734886;12/4/2056 16:12;8071DNF
17532;27;37,080142:3,801935;37,247475:3,439039;25/4/2053 16:12;5531NLN
17533;30;37,542100:3,021821;37,898526:3,833735;20/3/2058 16:12;3461WXR
-98796027U;SVq4kO3I00;Amberly Pyke;099 Bunting Alley;42,913734;-5,936118
17534;72;37,559465:3,423688;37,313883:3,691397;24/1/2048 16:12;0081XSC
-26113150M;S1TLnAmzCkYR;Denyse Kennealy;5016 Northport Junction;37,730869;-6,328834
17535;5;37,328562:3,875179;37,904141:3,079012;5/4/2044 16:12;6873KAF
17536;28;37,238258:3,443983;37,744072:3,842158;9/12/2057 16:12;4907FBM
17537;29;37,542253:3,967071;37,456404:3,336985;3/8/2021 16:12;9010HWY
17538;19;37,255226:3,402844;37,471572:3,958251;24/2/2054 16:12;7366CDG
-75698934R;ShGyBdX;Taylor Kinnaird;26 Talisman Lane;37,111240;-0,677509
17539;8;37,768487:3,465987;37,212073:3,275857;10/2/2021 16:12;0293XTZ
-75749580U;7YMX0HsS;Theresina Gillebert;0 Lakewood Alley;37,989586;-8,358120
17540;22;37,723502:3,171484;37,754875:3,397351;15/6/2037 16:12;1383LOK
-46490797F;WDJKp08Mz6ax;John Assel;208 Oak Way;36,428242;-0,518883
17541;1;37,944029:3,153722;37,187414:3,224281;24/10/2035 16:12;5095CDH
17542;19;37,515183:3,215918;37,132145:3,468642;11/9/2028 16:12;8924YWM
17543;74;37,991089:3,808863;37,219886:3,099307;1/5/2041 16:12;6355JDI
17544;10;37,502335:3,378796;37,015961:3,678945;12/10/2027 16:12;2528UWK
17545;7;37,706351:3,411267;37,078768:3,875576;20/2/2044 16:12;5770ZTC
-95359497G;ds6pQoTcgm;Giorgi Danhel;0 Pankratz Trail;37,771420;1,437434
17546;5;37,319803:3,460707;37,301950:3,612995;14/12/2053 16:12;2654PQZ
17547;10;37,166295:3,527696;37,551256:3,903531;11/2/2026 16:12;5477BAG
17548;19;37,362133:3,728507;37,217231:3,763146;16/8/2056 16:12;9662PKX
-98626635X;B2xAZMw2;Carie Blance;3695 Anhalt Hill;36,309422;-8,577256
17549;15;37,923887:3,308420;37,637684:3,556230;29/9/2051 16:12;2661HLL
-13778537P;ouwxQWNgqSM;Tandie Nast;03308 Hanson Lane;37,255779;-0,292330
17550;59;37,245399:3,376415;37,134648:3,374767;22/10/2026 16:12;1966PVO
17551;1;37,254952:3,518265;37,248421:3,826746;20/2/2023 16:12;5655UIJ
17552;1;37,469955:3,917631;37,128544:3,770135;21/8/2034 16:12;2643VCF
17553;20;37,492080:3,599384;37,321940:3,699820;31/1/2051 16:12;0002JEU
-30402436F;RKguAnD;Virginie Fawssett;5 Hagan Lane;39,366337;-7,421209
17554;11;37,275674:3,913663;37,347056:3,097720;25/7/2045 16:12;4773CAF
17555;14;37,097293:3,977447;37,820307:3,819178;6/6/2025 16:12;2035OGW
-51087792I;GpPjnmp8gSt;Pennie Dinnage;18120 Gulseth Circle;41,437656;-2,677428
17556;13;37,779962:3,002686;37,729179:3,247658;9/6/2047 16:12;8660CKW
17557;8;37,504257:3,122440;37,550859:3,966308;5/4/2051 16:12;5956UQS
17558;14;37,496139:3,523026;37,657338:3,889492;25/10/2025 16:12;1055GSZ
17559;51;37,549944:3,637989;37,813013:3,639698;15/10/2027 16:12;9669SEE
-86617089H;3phmmlg3NF4;Alvie Caberas;8091 Graceland Alley;37,542950;1,314132
17560;81;37,273812:3,582781;37,279702:3,375713;17/6/2057 16:12;7908CBR
-67984370L;KFFP7NIFVicQ;Guthrie Coaten;86712 East Hill;42,001259;3,116571
17561;1;37,272500:3,050752;37,664541:3,667776;5/1/2043 16:12;2706NHE
17562;57;37,240303:3,883206;37,024140:3,558947;2/9/2033 16:12;5359HDU
17563;57;37,365612:3,593951;37,368694:3,853572;26/8/2052 16:12;6224HSQ
17564;39;37,084719:3,943602;37,648091:3,342998;11/6/2028 16:12;9812BXF
-77630313R;5BAeFr;Pierre Josland;5 Sloan Hill;42,060215;-2,033087
17565;9;37,766625:3,618213;37,129521:3,372509;24/2/2020 16:12;5630YVJ
17566;17;37,271676:3,099002;37,024384:3,081515;22/5/2042 16:12;3320ASW
-96301827X;hKdZQB1;Pamella Rubbert;9 Thierer Parkway;40,229111;-4,146970
17567;18;37,193579:3,566118;37,606586:3,100681;3/11/2049 16:12;3727HLH
17568;3;37,859127:3,888119;37,585009:3,181585;22/1/2041 16:12;6622URZ
17569;1;37,245125:3,759423;37,944823:3,318155;16/12/2048 16:12;3531KBG
17570;23;37,229102:3,207923;37,769463:3,197119;23/12/2026 16:12;9555SVF
-42293347Q;1pkpmb99KWAD;Boycie Lineker;0626 Warbler Avenue;35,948524;-1,779508
17571;40;37,304697:3,659658;37,710257:3,008179;22/11/2037 16:12;4601TLK
17572;21;37,624073:3,644398;37,167211:3,155980;3/4/2032 16:12;7073JIQ
17573;13;37,276284:3,592151;37,945677:3,182501;3/12/2020 16:12;3268URV
-59014589A;VxC34J3;Arin Percy;743 Melvin Place;38,907764;2,027399
17574;29;37,561632:3,918394;37,427229:3,912626;17/1/2038 16:12;4118WXP
-00073346K;yCxBsE3cv67;Mil Maseyk;21 Buhler Place;38,794388;2,409487
17575;5;37,317789:3,530992;37,758843:3,273232;13/4/2032 16:12;5232DFN
17576;73;37,807520:3,994537;37,719474:3,625935;13/4/2057 16:12;8610GEM
17577;54;37,539140:3,403516;37,277322:3,357524;29/11/2053 16:12;6565ORC
17578;33;37,965880:3,430006;37,448286:3,702475;4/3/2045 16:12;7915FMV
-14044715Y;L2bda2cs;Cristen Barten;89017 Reinke Court;36,468815;-5,773485
17579;20;37,256752:3,947172;37,751793:3,825770;16/6/2025 16:12;7359JUR
17580;81;37,566820:3,681082;37,260506:3,959502;16/4/2026 16:12;6389QTG
17581;19;37,193884:3,618793;37,083804:3,982269;13/6/2029 16:12;1473DLD
17582;24;37,221229:3,390942;37,069246:3,741356;18/11/2027 16:12;4817IGX
17583;2;37,090060:3,873653;37,814905:3,877682;18/8/2052 16:12;9203FZM
-72979526O;Fi7ckHZbpuNV;Gwenora Ellesworthe;4488 Green Parkway;40,700474;-0,090046
17584;8;37,834407:3,270211;37,605579:3,882107;16/5/2027 16:12;8763FBN
17585;5;37,336070:3,953825;37,950774:3,077151;11/10/2038 16:12;0172MWM
17586;17;37,013977:3,722892;37,199194:3,852504;25/9/2037 16:12;1190OJD
17587;18;37,758385:3,120212;37,658010:3,352397;19/1/2043 16:12;3580CXE
-61720359A;Md0n71aJRqr;Lester Boothman;54 Quincy Park;41,109428;-4,596807
17588;7;37,106662:3,415510;37,918790:3,629872;30/8/2055 16:12;3530YSL
17589;20;37,325297:3,502915;37,355419:3,102847;18/1/2032 16:12;4189DJX
-76473849M;uxLkag;Julee Agiolfinger;120 Melrose Trail;40,266148;-5,923877
17590;14;37,015320:3,921415;37,293344:3,375652;16/6/2022 16:12;9369UVH
17591;28;37,640950:3,653706;37,057466:3,372631;4/12/2028 16:12;1484TGQ
17592;1;37,043153:3,891995;37,532304:3,072237;24/3/2023 16:12;6873KAF
17593;48;37,826716:3,983184;37,919126:3,247169;16/10/2033 16:12;9045NMN
17594;28;37,068209:3,706870;37,268288:3,371197;6/8/2048 16:12;2725PMV
-42810119J;jNYU7kbgIby;Adelheid Gerran;37 Fallview Road;38,557926;-7,616537
17595;14;37,367229:3,084597;37,982665:3,175024;17/4/2058 16:12;4336QNX
17596;64;37,338450:3,502213;37,908628:3,455763;9/12/2024 16:12;4269SDA
17597;26;37,104160:3,756554;37,274636:3,557207;17/12/2022 16:12;2468ZJH
17598;5;37,654042:3,704367;37,127079:3,484298;12/3/2043 16:12;8574XFL
-17039929M;yq5Ovbj6f;Raye Jaycocks;7695 Vidon Hill;40,948292;-0,451588
17599;1;37,050539:3,287057;37,777703:3,813196;6/1/2029 16:12;3941ENJ
17600;4;37,463118:3,496170;37,366894:3,609912;27/1/2031 16:12;6157SCN
17601;20;37,645497:3,501480;37,344523:3,188513;29/1/2037 16:12;8804AOL
-99344193P;37db4x2;Perren Chesser;95639 Thackeray Road;41,725731;-7,764053
17602;25;37,925810:3,925810;37,522446:3,401685;6/3/2040 16:12;9316BAS
17603;39;37,394482:3,708182;37,440901:3,197943;3/8/2036 16:12;4279OTL
17604;51;37,663167:3,403027;37,454543:3,814264;24/12/2043 16:12;9641HSG
17605;2;37,657979:3,268441;37,589221:3,520188;17/5/2037 16:12;6788NGR
-57991625Y;fSUFqgE;Esme Erskin;70247 Hooker Plaza;39,852654;-1,049568
17606;32;37,286111:3,450087;37,202033:3,591296;8/3/2021 16:12;8595OAS
17607;49;37,016053:3,661428;37,104587:3,716910;7/2/2025 16:12;3771DCY
17608;54;37,381054:3,641499;37,693319:3,407910;18/5/2052 16:12;4445OVB
17609;4;37,868648:3,427564;37,366253:3,405225;4/8/2033 16:12;4874IIZ
17610;4;37,750450:3,981048;37,509568:3,560137;17/6/2024 16:12;8642RQA
-08901603B;gAH2V30SHwh;Dre Coventry;56562 Granby Place;41,611973;-6,153545
17611;3;37,429853:3,429304;37,168889:3,235115;15/11/2019 16:12;4588IXQ
17612;38;37,960143:3,674245;37,542894:3,304880;12/1/2033 16:12;6189FPN
-18248264R;HfXKiCGB;Cristabel Hammon;07016 Westport Court;36,077087;-1,348778
17613;21;37,896176:3,722190;37,535844:3,719291;20/3/2035 16:12;6133YNN
17614;8;37,172704:3,036592;37,293588:3,517014;10/9/2023 16:12;5318MRQ
17615;81;37,800195:3,542467;37,080935:3,886715;7/9/2041 16:12;9227UAU
-86390544U;qoesCi0;Genna Belton;0140 Ohio Circle;37,936970;-8,359457
17616;53;37,019349:3,544115;37,804285:3,770104;17/12/2037 16:12;6189FPN
-27579733G;OT4HQ47ef665;Nari Fieldstone;6 Lake View Crossing;37,071548;-2,769545
17617;19;37,141484:3,061800;37,241401:3,524155;1/8/2041 16:12;4034UIO
17618;4;37,684530:3,481735;37,898099:3,758080;24/11/2051 16:12;7359JUR
17619;11;37,371990:3,326640;37,406476:3,082003;19/2/2033 16:12;5663QMP
17620;1;37,124210:3,111454;37,635273:3,261635;29/3/2038 16:12;9349KAV
-59955460Q;RzumvJ65x3gN;Ashton Eddison;9083 Meadow Vale Parkway;36,946495;-8,430138
17621;48;37,056948:3,489090;37,418928:3,802606;18/9/2028 16:12;7626TUQ
17622;3;37,777673:3,794153;37,346049:3,369030;17/1/2019 16:12;3970LNS
17623;19;37,107700:3,254646;37,166875:3,234321;25/11/2044 16:12;3316DLR
17624;73;37,338633:3,426862;37,408094:3,990020;4/11/2022 16:12;9352BBQ
17625;15;37,430403:3,575243;37,328898:3,748833;12/8/2039 16:12;8691TAL
-89887333J;WWsNOXD;Cly Giovanazzi;0002 Algoma Plaza;40,470020;-6,018731
17626;37;37,178198:3,751946;37,237373:3,845180;2/3/2048 16:12;5762JIO
17627;40;37,815088:3,804498;37,017212:3,640278;31/7/2025 16:12;0703UYI
17628;65;37,853725:3,945921;37,190527:3,426099;6/8/2055 16:12;8625AQM
17629;39;37,235420:3,500778;37,296487:3,703421;25/11/2048 16:12;2376PTT
17630;74;37,278542:3,860256;37,378704:3,902036;1/11/2029 16:12;0380JGQ
-64508199C;IR65Nn;Helena Beckwith;34996 Continental Lane;43,159931;-4,590701
17631;42;37,438032:3,754662;37,780877:3,178961;30/4/2025 16:12;9452YAS
17632;78;37,362926:3,189459;37,453505:3,464553;10/4/2023 16:12;4548HYV
17633;19;37,435408:3,210639;37,948637:3,306314;1/3/2023 16:12;8447ZYI
17634;20;37,984588:3,456435;37,446760:3,980468;13/10/2028 16:12;3676PMY
-74629291G;Ed9o3rQTeuc;Jocelyne Ewebank;6 Ridgeview Way;40,926552;-2,308557
17635;42;37,665700:3,209967;37,690085:3,714530;14/2/2037 16:12;3580CXE
17636;68;37,571703:3,073244;37,333750:3,661611;11/1/2025 16:12;3676OID
17637;26;37,569323:3,664235;37,870785:3,474197;1/6/2051 16:12;7110OYT
17638;14;37,206488:3,734153;37,939482:3,408521;25/8/2044 16:12;7701RRR
-52573936L;1KOPIl1oKBw;Brittani Bineham;1659 Kenwood Terrace;39,030060;-7,124194
17639;4;37,314615:3,414777;37,197150:3,769646;3/2/2024 16:12;5209QTP
17640;53;37,389355:3,665059;37,827967:3,707358;26/9/2030 16:12;8541CWE
17641;19;37,562670:3,631397;37,063356:3,413862;3/3/2032 16:12;2508XCP
-15328251O;GfdsoYOq;Piggy Noor;62029 Sutteridge Lane;38,587753;-4,230847
17642;30;37,851894:3,729972;37,981841:3,328288;3/1/2056 16:12;0921UUE
-03696342H;5cmNQGmbs;Louisa Braham;48 Kipling Circle;37,489979;-3,560418
17643;2;37,539689:3,101108;37,669362:3,565600;26/9/2020 16:12;9686FMM
17644;19;37,416242:3,638997;37,129704:3,853114;22/5/2027 16:12;2952YYK
-24080312O;4sALRg;Sonia Tayloe;664 Havey Road;38,440964;-6,242849
17645;55;37,687429:3,751946;37,109500:3,443312;11/5/2053 16:12;7323TFB
-20574494I;Gq6E9v4;Devonna Andreazzi;4 Petterle Plaza;39,260235;-6,692330
17646;58;37,867885:3,068697;37,099490:3,172460;15/9/2019 16:12;7110OYT
17647;15;37,392071:3,683218;37,315775:3,680715;23/11/2040 16:12;6370IDQ
-99757723C;rVMRnbXNe;Gabby Brazier;3674 David Way;42,568138;-7,409269
17648;3;37,677145:3,586047;37,722343:3,160344;5/10/2047 16:12;4847OEX
17649;73;37,969543:3,318278;37,758599:3,610889;31/7/2030 16:12;4637IGS
17650;20;37,645924:3,106296;37,275216:3,246406;18/6/2020 16:12;0597RUJ
17651;8;37,492355:3,296548;37,338816:3,535722;10/3/2036 16:12;7088CVC
-00184131C;O7HhKHc;Terry Gapper;2967 Bartillon Park;39,918930;-4,472412
17652;8;37,426466:3,563372;37,070376:3,636586;1/9/2031 16:12;1336KJY
-30604415H;YQRIeKVsf5;Doretta Mignot;116 Hanover Court;38,656509;2,231060
17653;30;37,322062:3,644063;37,181860:3,143468;19/5/2040 16:12;3536WZR
17654;80;37,192755:3,783349;37,346568:3,373180;25/1/2050 16:12;6189FPN
17655;10;37,304086:3,865200;37,227332:3,095767;1/6/2026 16:12;5223SXZ
17656;6;37,429456:3,728324;37,958251:3,755119;5/5/2055 16:12;1294OHZ
-89175305L;54yVkhwr;Bowie Coverlyn;03825 Di Loreto Pass;35,964622;-5,954317
17657;22;37,729087:3,983551;37,182134:3,469253;28/8/2024 16:12;7673PGH
17658;91;37,643330:3,665334;37,705893:3,458876;28/5/2053 16:12;3207XJV
17659;15;37,589740:3,236641;37,847591:3,861415;2/9/2033 16:12;4889QJR
17660;10;37,417707:3,227271;37,954009:3,426862;16/2/2029 16:12;1001DWQ
-03137500X;C4BasY;Kattie Connerry;6585 Brentwood Court;41,020119;2,640211
17661;23;37,495315:3,405713;37,299265:3,312174;31/8/2052 16:12;2616HOY
-01992094L;89XaLwMhWe1J;Shepard Spadotto;6852 Manitowish Pass;41,519848;-1,194754
17662;11;37,109378:3,496567;37,183386:3,896359;29/12/2053 16:12;7574LBU
17663;15;37,705466:3,469161;37,393475:3,621357;4/3/2058 16:12;8580IWN
17664;19;37,838588:3,780267;37,496841:3,745231;15/5/2020 16:12;8239SAC
17665;36;37,561724:3,620502;37,972076:3,861782;20/4/2021 16:12;5857WBF
-84191825H;ZNcrcb;Sollie Mainstone;16 Anzinger Parkway;36,580013;1,223939
17666;41;37,268502:3,237983;37,109592:3,009796;7/6/2037 16:12;7111DPV
17667;23;37,561998:3,626423;37,612232:3,970061;25/3/2035 16:12;6762ZXG
17668;1;37,576159:3,133854;37,506912:3,703818;7/9/2052 16:12;2241ZVP
-83553134J;amEwXqJg;Kasey Kingsman;492 Surrey Crossing;38,378578;2,419709
17669;2;37,057222:3,244667;37,973296:3,398938;22/4/2026 16:12;9299IQB
-11073120H;56bJO7E;Haley Twelves;48214 Darwin Point;40,255108;-4,299912
17670;81;37,878780:3,555742;37,102695:3,846187;16/7/2045 16:12;9686JTV
17671;58;37,864162:3,267190;37,105716:3,268563;31/8/2033 16:12;4335AKO
17672;36;37,980712:3,880459;37,065157:3,493423;7/4/2029 16:12;3948CMF
-35189278R;61SUkA;Catharine Shillinglaw;92 Paget Alley;38,352005;2,572468
17673;21;37,749046:3,635121;37,688589:3,972625;1/2/2020 16:12;8621LHO
17674;72;37,450240:3,031770;37,348460:3,134312;8/11/2048 16:12;1720UUG
17675;43;37,982086:3,173070;37,758385:3,368145;29/8/2027 16:12;4829DKC
17676;44;37,602344:3,400555;37,959777:3,786096;23/9/2038 16:12;6938OHV
17677;55;37,378338:3,323527;37,815332:3,517655;19/9/2036 16:12;4002SKK
-26038045L;QCNwf0;Harmonia Cops;9806 Petterle Place;40,451359;-6,601713
17678;9;37,100375:3,964324;37,853664:3,556352;21/2/2020 16:12;5009MNM
17679;2;37,318125:3,387341;37,917356:3,587268;20/2/2055 16:12;8871VJO
17680;7;37,451277:3,143498;37,780511:3,533860;23/9/2052 16:12;6414VBP
17681;15;37,526811:3,042787;37,622333:3,869381;8/4/2052 16:12;4632ZFZ
17682;49;37,512955:3,212439;37,554979:3,308542;23/1/2049 16:12;0187OBR
-09755057M;yy3vlCq;Mary Orrey;518 Warrior Road;37,789848;-5,124883
17683;30;37,667562:3,119602;37,769280:3,417524;12/8/2022 16:12;0173SHH
17684;60;37,140934:3,156865;37,815455:3,608203;21/8/2044 16:12;8430SMA
-54446033A;jfUuV6GthW6j;Burnard Bloodworth;36 Arizona Terrace;42,323986;0,730032
17685;10;37,629536:3,475082;37,472365:3,620960;24/6/2030 16:12;5487TWV
17686;6;37,279336:3,582324;37,908994:3,200415;30/1/2040 16:12;7104QUX
17687;35;37,982757:3,579638;37,492935:3,520249;8/10/2047 16:12;7926WDX
-08949652J;6jYQfUH;Myer Rontree;652 Carpenter Junction;39,996368;-4,723924
17688;7;37,312296:3,253151;37,582232:3,536912;10/4/2055 16:12;0418VHX
17689;49;37,512009:3,040101;37,417768:3,200964;14/11/2024 16:12;0218ZIU
17690;74;37,994293:3,887753;37,644520:3,376995;21/10/2041 16:12;4335AKO
-86224960E;JRT7mb;Karine Danilevich;5 Kinsman Plaza;36,369987;-7,592024
17691;26;37,140324:3,148717;37,537095:3,806879;2/9/2037 16:12;8237FAQ
-02641403Z;tqxBgoU4;Myrwyn Corradengo;86163 Continental Court;37,160538;-8,061097
17692;10;37,281930:3,825434;37,528428:3,781243;30/11/2047 16:12;0221CWQ
17693;7;37,022645:3,185522;37,629109:3,963713;18/10/2029 16:12;7969ZOQ
-45845542Z;FsGzJACViDMT;Clarence Motton;3863 Schmedeman Point;37,180649;-6,097274
17694;3;37,996735:3,562639;37,578570:3,127445;10/10/2021 16:12;8645QOK
17695;5;37,209021:3,550737;37,542741:3,858547;24/8/2049 16:12;8969JKP
17696;26;37,443983:3,515610;37,640400:3,028993;4/11/2032 16:12;5433XWR
17697;8;37,545152:3,754570;37,125431:3,674306;1/6/2042 16:12;8531VVC
-89921247D;E8zSIQvRNJn;Jarib Dahlbom;8298 Elgar Junction;37,441235;0,230622
17698;23;37,759239:3,540300;37,505478:3,159948;19/5/2037 16:12;7073JIQ
-02606142E;5SOl6tL;Bryn Allso;54585 Melby Circle;41,745564;-0,104283
17699;19;37,072024:3,189611;37,547349:3,951598;5/2/2041 16:12;3102YGP
17700;9;37,534776:3,891476;37,180975:3,197363;14/8/2020 16:12;1190OJD
17701;4;37,867061:3,570238;37,951476:3,776757;16/8/2052 16:12;1872FAP
-30269597G;nZRTdF;Yoshiko Maunton;94 Stuart Lane;39,464718;-2,316089
17702;1;37,631184:3,900235;37,962828:3,101169;18/8/2019 16:12;4218QGC
17703;78;37,307566:3,032991;37,934751:3,525834;27/9/2027 16:12;9352BBQ
17704;29;37,574725:3,024018;37,372082:3,917051;16/12/2051 16:12;0123YOS
17705;32;37,262520:3,834315;37,884365:3,220649;30/8/2036 16:12;7682KDB
17706;61;37,539933:3,539262;37,215949:3,661794;3/3/2032 16:12;7641FCU
-62876919W;zlUCgx;Ollie Jaze;6 Golf Course Drive;35,994419;1,342047
17707;39;37,288827:3,883908;37,477615:3,432142;11/9/2033 16:12;7530MJA
17708;11;37,107456:3,112278;37,825251:3,496536;16/11/2032 16:12;3279FRI
17709;8;37,488327:3,080844;37,967772:3,910733;10/9/2034 16:12;6000QOI
-50216349D;pmUdvdCu5Y;Johnnie Pywell;60673 Lillian Alley;40,393703;-8,851824
17710;11;37,942442:3,398175;37,868984:3,215674;11/2/2043 16:12;7711AUV
17711;36;37,028840:3,995178;37,349895:3,758690;29/2/2028 16:12;3764HIY
17712;12;37,553331:3,620563;37,254189:3,172155;16/5/2043 16:12;0256YLR
17713;12;37,658498:3,268990;37,078066:3,919126;28/4/2019 16:12;7087PXY
17714;10;37,250923:3,569903;37,751915:3,854457;27/11/2058 16:12;5697TGI
-73790284F;nyZkHMAa;Nesta Nizard;225 Ramsey Alley;43,024494;-9,210562
17715;14;37,122471:3,336009;37,442427:3,416517;1/3/2026 16:12;4601ZOH
17716;15;37,799799:3,140721;37,840236:3,555956;3/12/2026 16:12;5467YQT
17717;39;37,258644:3,022553;37,892880:3,610157;11/8/2039 16:12;5205PIS
17718;78;37,484970:3,426252;37,458846:3,914884;26/8/2050 16:12;2133MSF
-83519993U;X41DnbTda;Shel Pummery;2141 Pepper Wood Avenue;37,582809;0,377148
17719;29;37,999664:3,577349;37,372631:3,455245;13/2/2047 16:12;7974HQN
17720;82;37,131565:3,097324;37,466109:3,819544;29/2/2044 16:12;5770ZTC
17721;23;37,050905:3,112339;37,013550:3,163518;30/7/2029 16:12;4428PXW
-57132593U;moEfXJ;Erin Elgey;45777 Coleman Plaza;40,766453;-6,261660
17722;37;37,315348:3,759606;37,283334:3,755211;23/10/2032 16:12;5120KPN
-57179455S;1CnEq4hFy0;Ed Lukianov;94352 Granby Place;42,559574;-6,648159
17723;14;37,741020:3,694143;37,890042:3,976379;3/11/2026 16:12;8914RGY
17724;51;37,553850:3,345470;37,339274:3,379131;12/4/2048 16:12;7191ZKB
-03961994K;1EgWHpIPS;Winna Grishakin;164 Carberry Avenue;36,730320;2,908216
17725;41;37,099124:3,514237;37,022736:3,196875;4/1/2038 16:12;1116AYC
17726;2;37,718192:3,681326;37,650197:3,046419;22/9/2026 16:12;4716ZYZ
-85887998C;hh0CQtrbKW5a;Nealson Trevarthen;6 Bobwhite Park;43,217514;-5,795043
17727;7;37,705435:3,600879;37,960326:3,166234;26/1/2057 16:12;3934CGF
17728;89;37,597095:3,768151;37,303415:3,812067;16/9/2042 16:12;1306WCN
17729;29;37,059786:3,929807;37,168462:3,726279;18/2/2057 16:12;8713JML
17730;7;37,710440:3,491317;37,249123:3,858760;25/2/2026 16:12;7658KMT
17731;20;37,510300:3,265908;37,085604:3,069369;20/7/2032 16:12;6463BYP
-73741956X;cL5yt2;Jareb Grosvener;4950 Swallow Alley;40,412956;-4,545913
17732;14;37,923734:3,625874;37,431379:3,124363;22/10/2042 16:12;5480PXQ
-99761606K;azj5aA;Kristien Pereira;81 Forest Dale Parkway;37,309624;-4,193841
17733;65;37,105930:3,814966;37,459609:3,693106;12/8/2058 16:12;8457LWT
-73072081D;eRWprklsUh;Augustus Gaunson;411 Mallory Terrace;39,487003;0,518368
17734;59;37,922544:3,696615;37,068636:3,917814;15/6/2033 16:12;5332DZV
17735;41;37,265786:3,816645;37,262856:3,693411;7/4/2029 16:12;7366CDG
17736;17;37,395978:3,951689;37,628956:3,857234;12/1/2046 16:12;8205YIE
17737;20;37,433119:3,553026;37,357067:3,176122;25/5/2049 16:12;9171NLT
17738;32;37,203070:3,050478;37,655385:3,218268;3/4/2042 16:12;8267OGT
-21474110N;G1L7R52IUv;Henrie MacGowing;461 Meadow Valley Street;38,790897;-1,928206
17739;1;37,443617:3,524613;37,630604:3,188604;30/12/2051 16:12;6223RFH
-50133806U;8h55hFM;Halsey Lougheed;203 Buhler Center;36,123215;-9,217637
17740;9;37,296365:3,119572;37,002808:3,998230;31/3/2058 16:12;1536MKC
-25682811B;UfrgjYoO6i;Randy Lytle;82 Schurz Point;36,837883;-5,499610
17741;92;37,382122:3,932676;37,494644:3,287240;3/8/2048 16:12;7180FUS
17742;5;37,417432:3,217505;37,227058:3,140446;29/11/2021 16:12;1429VDU
17743;58;37,829402:3,105930;37,948424:3,768914;17/4/2026 16:12;8417IKW
-76156404G;913MwUzp8E;Lorna Kemson;213 Melvin Junction;41,854317;-8,052888
17744;29;37,263131:3,673269;37,132725:3,321207;5/10/2054 16:12;5755SMA
17745;3;37,843715:3,856014;37,848781:3,506821;25/2/2042 16:12;9212EHP
17746;28;37,015320:3,916166;37,923704:3,191473;27/12/2031 16:12;4877AQV
17747;14;37,647481:3,770013;37,593066:3,229102;30/11/2053 16:12;3214FQB
17748;13;37,516861:3,338664;37,455000:3,105838;26/9/2048 16:12;4327ZFZ
-57164544R;RXeizEuUS;Hetti Haye;77 Doe Crossing Alley;41,082809;-2,191562
17749;36;37,750450:3,187048;37,316660:3,760979;27/1/2034 16:12;2223KUX
17750;5;37,070956:3,776971;37,351176:3,798608;10/12/2019 16:12;8239SAC
17751;19;37,321543:3,726707;37,494400:3,210852;18/9/2038 16:12;3934CGF
17752;71;37,503525:3,867489;37,534532:3,683432;21/4/2058 16:12;3049YGR
17753;33;37,873287:3,443922;37,943632:3,785028;4/12/2022 16:12;2952YYK
-25020863F;FA2N1CmKCcm;Peggie Paulino;84238 Barby Circle;43,035915;-2,691745
17754;76;37,452956:3,506668;37,236183:3,875820;21/3/2033 16:12;3744FAK
17755;19;37,424024:3,887234;37,460860:3,840663;23/12/2047 16:12;7656QKP
-79681590I;nA63U0Rxi;Niven Ouldred;599 Lillian Avenue;37,801647;-7,521682
